URL,name,Comments,comment_star,
https://www vitals com/doctors/Dr_Deborah_Dennis html, Deborah T Dennis ,First impressions of Dr Dennis were good She came across as knowledgeable & caring but that did not last After seeing her for chronic headaches back pain and insomnia I was sent for rounds of testing specialists and medications Most of my follow up visits were with other doctors in the group since waiting 3 or more weeks for an appointment with Dr Dennis is not an option when you are in pain and/or having a reaction to the prescribed medication Once the test results came back fine I was told there was nothing more that could be done for me since I didnt want to continue to deal with the side effects of the medications I would just have to deal with the pain She was very dismissive and not interested in even discussing treatment options I had found through my own research That was my last visit ,1,
https://www vitals com/doctors/Dr_Deborah_Dennis html, Deborah T Dennis ,I have been a patient of Dr dennis for some time now I am an asthmatic and without her finding the proper inhaler for me I would still be having major issues I have been an asthmatic since I was 11 months old I am now 46 and not once have I been able to not carry a rescue inhaler until finding the right Dr She is professional caring understanding and takes time with me at every appointment I would highly reccomend Dr Dennis to family and friends ,5,
https://www vitals com/doctors/Dr_Deborah_Dennis html, Deborah T Dennis ,she is quite simply not a good diagnostician patients love her but the nurses know better than to go to her she makes mega mistakes but covers them well Ask a nurse who the best docs are DD isn't one of them ,1,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,I decided to change Primary Care Doctor after almost 8 years I never saw my doctor only the NP at every visit Dr Dubois Hall was recommended by a friend I am so HAPPY I switched Dr Diane spends time with you listens does not interrupt you and takes the time to answer questions I saw her on a Thursday she decided I needed an ultra sound of my thyroid and her staff was able to get the appointment for the next day I only have praise for Dr Diane and her Staff ,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,I have been going to Dr Diane for over 20 years great Dr number 1 ,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,I have been a patient of Dr Dubois Hall for 17 years and have always received great care no matter what location she was at I am always able to get appointments when needed sick or well She is very easy to talk to and gets right to the point which is refreshing I would recommend her to anyone 100 ,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,Dr Diane is highly skilled extremely compassionate to my needs Really glad i was referred to her Now most family members also have her as their primary Dr Always get an appt when i need one very little wait time takes the time i need for my appts She follow ups with testing Highly recommend ,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,I am very comfortable and secure with dr hall That i am recieving the very best care and up to date knowledge with routine exams and preventitive screenings,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,I've been seeing Diane for years Thought she was great at her North Smithfield location Tried to call SEVERAL times at the Cumberland location and no one ever answers but an answering machine during open hours Until yesterday when the secretary finally answered and the proceeded to tell me that she does not take appointments on Fridays and has no appointments on Monday She then put me on hold only to go to the answering machine What kind of service is this I'm in the process of finding a new PCP Office either needs help or more training Very disappointed ,2,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,Dr Diane is one of the best doctors I have ever incountered She is so respectful and down to earth I have been going to her since I was 16 along with my mother and sister She is very intuned with her patients and is always willing to help and explain any questions/concerns you may have She does an excellent job relating to her patients and getting to know them and their famlies I love her and as long as she is still in practice I will NEVER change doctors ,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,when need to see her she refers to other doctors,1,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,Gets right to the problem  honest,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,Dr Dubois Hall is very personable and very caring I recommend her to everyone I know ,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,I've been seeing Dr Diane for over 5 years She is bar none THE best Dr I have ever had in my life I'm a very HANDS ON patient I always question everything and am very vocal about my symptoms and treatments I have lymphedema and get cellulitis OFTEN MRSA is totally treatable by antibiotics it is just resistant to many Often if someone has a skin infection a doctor will put the patient on a general antibotic to get them started but they are just doctors They aren't GOD When they take a specimin of the infection it has to go to the lab to be tested It's only AFTER they find out what's growing that they can effectively treat it I'm not saying she's perfect she is human after all I have never ever had any problems with her or her care of me I agree that her office has been going through some transition over the last year or so but it's only because she lost the Office Manager that ran it so smoothly It's not easy filling that position there are THREE doctors in that office Anyway I adore her and there's nothing anybody could say to change my opinion of her She's my hero ,5,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,have been a patient with her for over 15 years All the things I have read about her on ratings are not true I have never had a problem with her and neither has my entire family all 7 of us People need to understand doctors and there time management She has been great with all of us ,3,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,My parent recently went in to get a RX renew office girl said they would call parent rather than allow parent to wait and get RX as parent had the time to wait and understood doc was with a patient or perhaps could be a call in to pharmacy As being a nurse that ran offices myself I advised parent to leave this office as it is now late and no RX called in or given to my parent Parent very upset and hypertensive No excuse for poor service on such a simple request ,1,
https://www vitals com/doctors/Dr_Diane_Dubois-Hall html, Diane I Dubois-Hall ,I went to Urgent care on rt44 & was diag with mersa they gave me one antibiotic and then after testing found it wouldnt be effective so Dr Dubois Hall  who never saw me  prescribed clindamycin w/o speaking to me I trusted the urgant care and took it when I finally got to another doctor and they said the dose i was takin was 3x the amount needed I was getting sick so I stopped taking it I went to a specialist since I have colitis between these two doctors I found out that Clindamycin shouldnt be given to people in my condition and causes severe damage even death And yes there is no proof antibiotics help Mersa so this med was not an imediate need much less 3x the dose I have been sick for over 3 months and out of work It has been an awful awdeal and I have even had internal bleeding Had Dr Dubois Hall actually took a minute to read my file she would have seen that by giving me that drug she was gambling with my life She will not even get a mark on her record for doing this I find it amazing that a child in a sweat shop will mess up a sweater and lose their hand  this is just to show the extreme I dont agree with sweat shops  but a doctor who makes hundreds of thousans and takes an oath to protect patients can get away with this with out even a record of it DONT LET YOUR LIFE BE THE NEXT GAMBLE OF DR DUBOIS HALL ,1,
https://www vitals com/doctors/Dr_Doris_Cromer html, Doris D Cromer ,I had been a patient of Dr D Cromer for 2 years and was happy enough with health care provided Office staff is terrible I have been turned away 2 times due to appointment errors on their behalf Receptionist wrote wrong times and dates on appointment cards I later showed them my appointment cards and co pay was returned to me for inconvenience cause Reminder call 3 times stated wrong time for appointment Today was the last straw Once again I was told the wrong day Got my records and have new DR ,4,
https://www vitals com/doctors/Dr_Doris_Cromer html, Doris D Cromer ,DORIS IS A VERY MILD SOFT SPOKEN LADY WHO IS VERY SMART AND MAKES YOU FEEL VERY COMFORTABLE TO TALK TO MAKES GOING TO THE DOCTOR A PLEASURE ,5,
https://www vitals com/doctors/Dr_Douglas_Dreffer html, Douglas R Dreffer Jr ,Dr Dreffer is a very compasionate doctor he cares and never rushes you Works with you on some problems you have  PHYSICAL  and you doon't get lost in the transit I can tell you that if every state had a dr like him it would change the way people think about Dr's He walks the walk and talks the talk I hope he never leaves his area of practice ,5,
https://www vitals com/doctors/Dr_Douglas_Foreman html, Douglas S Foreman ,I am so very grateful to have known Dr Foreman since my childhood days He is extremely talented and kind He is a family favorite And we have recommended him to several of our loved ones There is no doubt you are in great hands Life took me in a different course for about 10 years and finally returned to his office today Thank God I did He has helped me in so many ways  from my existing condition  s  to solutions / plans If you are seeking an expert doctor with strong work ethic and kindness = Dr Foreman is the way to go Don't take my word see for yourself,5,
https://www vitals com/doctors/Dr_Douglas_Foreman html, Douglas S Foreman ,Only visited once and that was enough I arrived early with my children for a meet and greet We waited over 30 min to get called in and then were visited by 2 assistants whom were carrying ancient laptops  just weird  After another 15 min plus Dr Foreman came in to read the submitted forms Myself and one of my children were shamed for being obese really There are nicer ways of saying overweight and maybe helping say how he can help I was asked what medications I was on and Dr Foreman was upset when I told him I could not pronounce them The assistant said she would call CVS to find out  but never did  Dr Foreman was infuriated that I smoked and told him that I could not get off them {he just doesn't understand} I went for my blood test as requested and never heard back I think a veterinarian has more compassion You can be the judge cranky old doctor who has NO empathy Good Luck if you decide to visit him I'm all set ,1,
https://www vitals com/doctors/Dr_Douglas_Foreman html, Douglas S Foreman ,He has a nice calming manner ,5,
https://www vitals com/doctors/Dr_Douglas_Foreman html, Douglas S Foreman ,Dr Foreman is just what you want in a doc: He is very professional and knowledgeable while at the same time friendly down to earth and personable He can be tender and understanding when that is what you need and yet can kick you in the butt when that is what it takes In other words he is what you need when you need it I feel confident he is giving me and my family the best care possible And as for his of staff they can't be beat ,5,
https://www vitals com/doctors/Dr_Douglas_Foreman html, Douglas S Foreman ,Apparently the information listed here is incorrect I contacted this office as a result of the reviews on this site and was rudely informed they are not accepting new patients Please update your service Thanks ,1,
https://www vitals com/doctors/Dr_Douglas_Foreman html, Douglas S Foreman ,He always spends time talking to you and explaining things He speaks so that it is easy to understand His office staff is great They answer the phone and get you an appt right away if you need one I would definitely recommend Dr Foreman to anyone looking for a family Doctor ,5,
https://www vitals com/doctors/Dr_Douglas_Foreman html, Douglas S Foreman ,Very nice so personable and easy to talk with about medical problems I found him very knowledgeable He calls you back and visits in the hospital He is the best of the old fashioned type Doctors that really care for their patients and he is so young His office staff was very nice and caring ,5,
https://www vitals com/doctors/Dr_Edna_Mark_Addy html, Edna A Markaddy ,After being diagonosed with divritulitis I had a follow up with Dr Mark Addy last Tuesday and after 8 days have not heard from her about my results I called the office 3 times and left a message and still have not heard from her After the money that a person spends on health care a little service would be a very good thing ,1,
https://www vitals com/doctors/Dr_Edward_Sprague html, Edward D Sprague Jr ,Can't say enough good about Dr Ted  superior Doctor who has cared enough to do home visits for my elderly parents Has done hospital visits and in general gone above & beyond his duty The only negative about Ted is he works too hard It's kind of like having your own Patch Adams Really lucked out becoming a patient in his practice  Old fashion Dr with today's technology ,5,
https://www vitals com/doctors/Dr_Edward_Sprague html, Edward D Sprague Jr ,I have been a patient of Dr Ted since I was a child I'm 32 now and I trust this man with my life He has always talked to me like a person not a number He is a compassionate man and has always given me medical advice as if I were his son and not his patient Honestly I certainly lucked out with him as my Doctor 5 stars Ted I'd give you more if they'd let me ,5,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,I started seeing him for travel clinic but decided to switch to him for PCP He's smart and a great communicator I have never left with any of my questions unanswered even when it's a long appointment ,5,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,This was the worst doctor visit of my life I was diagnosed with Lyme disease and came to see Dr Butler for a second opinion Dr Butler did not once ask my symptoms but instead lectured me on doctors who want to take advantage of their patiente  using anecdote about a doctor using bull testacle to treat impotence  and told me if I was his daughter he would advise I get off my meds go home for the summer and join a basketball league  It was so condescending and unhelpful When I asked at the end why he hadn't asked my symptoms or if he wanted to test me for anything he made a hasty list of blood tests that ended up costing $1500 at the lab I was then over billed for the visit when I was told a consultation was $85  insurance was billed about $500  It was ludicrous ,1,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,BEWARE ,1,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,Dr Butler fiered me without eaxplaining why he had his secretary inform me I dont know what his bsis is for letting me go I was ill I have a feeling Dr CHRIS informed iwas ther and came to his own conclution and was totaly unprofestional I was there for 7 hours and was told I would not be rsceiving ant medication I never asked for any I didn't need it I left very upset I told registration I would be speaking to Dr BUTLER it didn't happen that way someone broke protacall And now I dont have a doctor something is wrong with this prosess Iam so anryi wont to bring up charges with the AMA ,1,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,I brought my kids for immunization wright before giving them the shot he asked about our travel plans and finished the injection a month later received a bill from his office for preventing counseling for both of my kids  when I called his office and asked why are the charges for if my kids did not receive any counseling the person in the phone became rude and tell me to call my insurance for answers ,1,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,The worse medical experience I have ever had On first appointment this Doctor poked me in the stomach laughing and said You thought that you would never get this virus ,1,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,Doctor Butler was exceptionally cordial compassionate and very informative during my visit He spent time to explain his diagnosis and took time to provide written information to supplement his discussion He was friendly direct and patient to ensure that we felt comfortable and at ease throughout our visit Overall a very positive and exceptional experience ,5,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,Extremely rude doctor and staff Went to him for a second opinion for acute Lyme disease Showed him my positive test results from Igenex labs He didn't believe my test and also insulted ilads Doctors stating that they are crazy Very unprofessional ,1,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,Went to Dr butler with some Positive test results with an autoimmune disease Showed him my test he then decided to his own test not sure why Called me back and told me to stop all meds that I was taking from my highly recommended Doctor He misdiagnosed me Good thing that I didn't listen to his advice I would be much sicker right now ,1,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,Dr Butler has only confirmed my displeasure for the medical community I was excited to have him as a PCP after seeing his credentials He practices in a hospital that is only 10 30 minutes from Boston but his qualifications would make you think you would get that same care while saving the 10 30 minutes Unfortunately during almost every visit he whisked me out of his office amazingly quick You get the feeling when you leave that he could care less whether you live or die and wonder if he listened to your issue Well eventually I had a serious medical issue and was treated the same He misdiagnosed it and sent me home I later found out that if I hadn't gone back to the ER the next day I would have died within a week Long story short a month after a major surgery he couldn't even remember what happened with me Office staff is great though ,1,
https://www vitals com/doctors/Dr_Edward_P_Butler html, Edward P Butler ,Dr Butler saved my life I don't know how else to say it I was at my whits end and seriously considered taking my life and I called him He saw me immediately and put a plan of action together to help me THANK YOU Dr Butler for your knowledge and probably more importantly you caring and compassion ,5,
https://www vitals com/doctors/Dr_E_Katerina_Brodski-Quigley html, Ekaterina K Brodski-Quigley ,Dr Brodski Quigley was extremely rude during my visit at Urgent Care in Burlington Aside from feeling unwelcome I left feeling judged and humiliated I went in with a simple concern and she left me feeling like I had more to worry about than really necessary Instead of getting the facts she asked suggestive questions To young women like myself considering going to this Urgent Care and recieving treatment from Dr Brodski Quigley do not expect a caring or judgment free visit,1,
https://www vitals com/doctors/Dr_E_Katerina_Brodski-Quigley html, Ekaterina K Brodski-Quigley ,Inexperienced does not hesitate to judge patient meds from previous doctors comments without doing her own testing on new patients ,1,
https://www vitals com/doctors/Dr_Elaine_Wu html, Elaine I Wu ,Thorough & Friendly,5,
https://www vitals com/doctors/Dr_Elizabeth_Buchanan html, Elizabeth A Buchanan ,Dr Buchanan and her staff is completely clueless and run a sorry practice After a few visits to treat a confidential problem I realized that I have to explain my situation each time I am the office They have no good record keeping and don't think about you once you leave the office Worse I have to provide her ideas for what could be wrong and to help her consider possibilities It leads me to question her competence The office staff is incompetent as well and regularly bungles insurance paperwork leading to gut wrenching problems getting insurance to take care of the medical bills I would not recommend her to anyone There are more knowledgeable and more able doctors out there if you search a bit ,1,
https://www vitals com/doctors/Dr_Elizabeth_Buchanan html, Elizabeth A Buchanan ,My PCP left the area and I thought I woild never find another Dr like him he was a 4 star rating to me I was very lucky and I found a wonderful PCP like Dr Buchanan to take his place Thank You for consenting to be my new PCP You are rated 4 stars across the board like he was ,5,
https://www vitals com/doctors/Dr_Elizabeth_Buchanan html, Elizabeth A Buchanan ,I have been extremely happy with Dr Buchanan and her staff In the fifteen years I have been a patient in their office I have never once been kept waiting for an appointment I have been seen by them for general heatlh maintenance minor problems and even a life threatening illness and I have received top notch care The staff are very friendly and caring and I always get prompt and thorough attention I recommend this practice very highly ,5,
https://www vitals com/doctors/Dr_Elizabeth_Erban html, Elizabeth A Erban ,I have been a patient of hers for about 18 years She is so easy to talk to great bedside manner and a thorough caring doctor I highly recommend her ,5,
https://www vitals com/doctors/Dr_Elizabeth_Erban html, Elizabeth A Erban ,HORRIBLE STAFF I do not recommend anyone visit Dr Erban Her staff is extremely lazy forgetful and slow They cannot handle sending paper work for blood testing which costs me a couple days of waiting Asking her staff for help in referrals and other important necessities is like asking for an arm and a leg They are very rude Also her hours are horrible She is often taking vacations without letting her patients know If you need medical care  non emergency  good luck booking her I should have switched sooner I have noticed so many dangerous mistakes made by her careless staff I am going to file out a report ,1,
https://www vitals com/doctors/Dr_Elizabeth_Fuller html, Elizabeth A Fuller ,Dr Fuller is wonderful She is patient kind and very professional I have even treated by her since I was 21 years old andI am now 47 I don't ever want to have any other doctor I just love her ,5,
https://www vitals com/doctors/Dr_Elizabeth_Fuller html, Elizabeth A Fuller ,Dr Fuller is one of the best caring and understanding giving excellent care ,5,
https://www vitals com/doctors/Dr_Elizabeth_Turnock html, Elizabeth A Turnock ,I can't say enough how happy I am with Dr Turnock She is our family doctor to both my kids and myself I can be non compliant and she remains support and takes the time to understand my concerns She is the best doctor in Boston in my opinion ,5,
https://www vitals com/doctors/Dr_Elizabeth_Turnock html, Elizabeth A Turnock ,I have been going to the Northend Waterfront Health since year one I have had many doctors over these years due to their moving on to other medical facilities In all these years I have liked my doctors both male and female but I am most comfortable with Dr Turlock she is caring and takes the time to explain any procedures or tests performed which means a great deal to me Her nurse Linda is also very professional but caring I hope that I have both Dr Turlock and Linda for all my medical needs for a long long time ,5,
https://www vitals com/doctors/Dr_Elizabeth_Turnock html, Elizabeth A Turnock ,i hate being sick all the time but then u sit there and give me 4 pills to help me not feel like iam going to throw up,1,
https://www vitals com/doctors/Dr_Elizabeth_Alt html, Elizabeth N Alt ,I was a patient of Dr Alt She is a caring and intelligent doctor If you already know what is wrong with you and just want confirmation she may not be the optimal doctor for you However if you experienced trauma i think she will be the best person to see She is patient good listener and will be your advocate if you can not speak up for yourself That is what makes her an excellent service provider I think working with family medicine kids and trauma victims who need an advocate is what she does best ,5,
https://www vitals com/doctors/Dr_Elizabeth_Alt html, Elizabeth N Alt ,She has wonderful bed side manners and takes the time to listen to my mothers needs and concerns ,5,
https://www vitals com/doctors/Dr_Elizabeth_Alt html, Elizabeth N Alt ,Horrible doctor While her temperament was gental she was useless She has absolutely zero knowledge of womens' health issues and has rational differential reasoning skills She will give you medication and medication is her only go to She gave me completely inappropriate medication then refereed me to an appropriate practioner but for the wrong thing Had she believed I had that particular diagnosis I would have needed a completely different type of procedure and specialist It took me three months before I got an antibiotic They couldn't provide any help I waisted my time and gained stress and anxiety from having to deal with her and her office HORRIBLE ,1,
https://www vitals com/doctors/Dr_Emily_Burns html, Emily A Burns ,Dr Emily Burns is all around excellent Emily left no stone unturned Aside from physical health she inquired about diet and exercise something many other doctors overlook ,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,Denied Handicap paperwork to 90 year old Grandmother with severe leaking heart valve Grandmother cant walk farther then 75ft without shortness of breath and haveing to be held up Reason from her was that other people needed the handicap pass more ,1,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,I have been apt of Dr Ackerman for 2years I have many health issues and was a little worried how she would treat me if she would think I was to use h to take on I must say I have never been toa Dr so careing She has cared more for me then any other Dr If anyone is looking for a great dr and human being try your hardest to get her ,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,I have been a patient of Dr Ackerman for two years she is excellent in many ways she is a good communicator listens and asks many questions performs all necessary tests as required and annually her medical notes and reports are very concise I avery satisfied with the care I receive with her The staff is excellent one of the best i have experienced in any physicians office I have seen many doctors in RI and she is at the top of the list ,2,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,Dr Ackerman is an awesome doctor I have seen many doctors in my lifetime and doctor Ackerman is courteous extremely nice and perfect diagnosis every time I would be lost without her ,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,Dr Ackerman is very professional takes time with me explains everything clearly she is thorough She is polite and down to earth I trust her and feel confident in the care I receive ,4,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,Granted I waited a long time to get in with the doctor but when you are in the room with her you have her complete attention It seems that she constantly runs so far behind because of her actually listening to your problems and genuinely wanting to help you The staff was wonderful as well Very pleasant and knowledgeable to speak with ,4,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,You can tell these are old reviews You have to pay me to believe she is a doctor No matter what you go in for she sends you to someone else She will not take the responsibility for anything why are we paying her I ask to be sent to someone else you get a better response from an Urgent care not to say it's over an hour sitting in the waiting room after your appt to get in You talk fast before your dime runs out but then again she's not listening I've been going to her for 2 years hoping things would change the longer your a patient but that never happened shame on me it's time for a new DR the staff is great too bad they work for her More people should start updated their reviews so people will really see what this DR is like with no sugar coating ,1,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,I would never recommend her She is cold and you feel she has a clock ticking while you are there Poor listener I get a necessary prescription out of Canada because it is much cheaper She refused to because I had not been to her office for a year Extortion at its worst What was even more cruel they lied for over three critical weeks that they had sent in the prescription Now I am desperately seeking a new doctor before I get really ill ,1,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,like all about m d and staff have recommended to many people,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,would recommend her to anyone who needs a terrific doctor who listens and acts according to problems,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,She is the best doctor I have ever had Her staff is outstanding you feel at ease as soon as you walk into the door Believe it or not but I don't dread going to the doctor's anymore I know when I tell her something she listens and responds Her ability to identify what is going on is awesome I know when I walk out of the office that whatever problem I had walking in is going to be solved Can't say enough about her ,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,best doctor i have ever had and i am 84 years old great office staff,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,would highly recommend,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,Dr Ackerman is a wonderful physician She really gets to know you as a patient and your individual needs She is very thorough I always leave her office feeling like she understood my concerns and fully addressed them The office staff is amazing Whenever I call they are ready and willing to help me with whatever I need I have never experienced such a wonderful medical team before and I am lucky to have found them ,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,Staff is awesome follow up fantastic and time with Dr great Dr listens and responds in detail and cares about you and your care ,5,
https://www vitals com/doctors/Dr_Emily_Ackerman html, Emily J Ackerman ,Very good examination & professional personal manner in explaining the treatment,5,
https://www vitals com/doctors/Dr_Eric_Lupoli html, Eric M Lupoli ,I think he is a wonderful Dr He is a patient and kind listener He addresses my concerns and takes them seriously I am grateful to work with him ,5,
https://www vitals com/doctors/Dr_Eric_Lupoli html, Eric M Lupoli ,I think this place takes every patient that they can jam into the schedule You are going to be waiting for a long while in the outer room And then bring a book to the examining room because you will be in there alone long enough to read Gone With the Wind ,3,
https://www vitals com/doctors/Dr_Eric_Lupoli html, Eric M Lupoli ,He is a wonderful Dr he listens to you ,5,
https://www vitals com/doctors/Dr_Eric_Lupoli html, Eric M Lupoli ,You can see him if you want to wait all day or you can see a physician's assistant for the same money ,2,
https://www vitals com/doctors/Dr_Eric_Lupoli html, Eric M Lupoli ,A really compassionate and intelligent doctor He spends the time necessary to help one return to health and stay that way This seems to be a hard combination to find now a days i a doctor He is very humble and personable too I would strongly recommend him to anyone who wants a doctor who really cares and listens He is a great doctor who I have always appreciated since he has gone above and beyond to help all our family members who have become patients of his He researched what needed to be to help our son with a very rare illness and get him back to health when no one else wanted to put the time in When he was out of the office I realize even more how much we appreciate him He always knows exactly what is needed and does not hesitate to get things taken care of efficiently Some of the on call doctors in this office are good and some do not take anywhere near the time to do what is needed resulting in longer illness time and more phone calls  as well as more overall office time for the staff ,5,
https://www vitals com/doctors/Dr_Erik_Garcia html, Erik J Garcia ,Dr Garcia is a great dr He made me feel extremely comfortable and talked to me like a person not a patient I would certainly recommend him to anyone ,5,
https://www vitals com/doctors/Dr_Erika_LineNitu html, Erika E Line-Nitu ,just now I first saw Dr Erika line nitu about 7 months ago after I had a kidney infection I never seemingly fully recovered from I've been u comfortable and experiencing some serious medical issues since On my most recent visit between seeing the nurse and doctor I hear the two of them talking about me and the personal issues I was having LOUD AND CLEAR This means that other patients in rooms also heard about my medical issues loud and clear What happened do patient confidentiality In addition to this I told the doctor the online portal they set me up with for test results wasn't working and she seems to know there had been issues with myself and other people receiving results from this site I waited a week and called for results and were told for days in row the results were in and hadn't been opened yet Come Friday  not wanting to wait until Monday I was pretty furious and called to get my results yet again This was such a frustrating experience as I was also waiting to hear these results to then move forward and get a referral to see a specialist I NEVER heard from Erika and had to make threats to come in there to actually get someone on the phone to give my my results I'm sitting here approximately 3 weeks later still frustrated as I have an opportunity to see a doctor who is the best of the best and doesn't even do the procedure I am looking for anymore but is willing to do it for me due to a family friend calling in a favor The only thing I need to get the appointment is to talk to my doctor and have her call him to give them the ok and my medical history Only thing is I still can't get in touch with my doctor no matter how much I ask for her to call me,1,
https://www vitals com/doctors/Dr_Evelyne_Chiakpo html, Evelyne N Chiakpo ,Very satisfied with Dr Chiakpo addresses all my concerns thoroughly ,5,
https://www vitals com/doctors/Dr_Evelyne_Chiakpo html, Evelyne N Chiakpo ,Dr Chiakpo disregards patient concerns in a dismissive curt manner I don't know if it is cultural incompetence or plain arrogance Whatever the case it seriously impacts trust and communication Please read online reviews of this doctor before considering this physician Not recommended ,1,
https://www vitals com/doctors/Dr_Evelyne_Chiakpo html, Evelyne N Chiakpo ,There isn't enough room to express how disappointing a visit with Dr Chiakpo is She is the worst doctor I have ever soent time with Disinterested aloof uncaring ,1,
https://www vitals com/doctors/Dr_Ewa_Jankowska html, Ewa J Jankowska ,I have seen Dr Jankowska for about 5 years through some difficult health challenges She has been very good at looking at my health from all angles and has been compassionate and listens very well ,5,
https://www vitals com/doctors/Dr_Ewa_Jankowska html, Ewa J Jankowska ,Best MD I've ever had Dr Jankowska is a fantastic doctor and person She really cares and will do her very best to get you on track to health and wellness I appreciate her and her team at Dartmouth Hitchcock Family Practice ,5,
https://www vitals com/doctors/Dr_Ewa_Jankowska html, Ewa J Jankowska ,Dr Jankowska may be late most of the time but you see why once you have your appointment She never rushes and she is very thorough and caring ,5,
https://www vitals com/doctors/Dr_Ewa_Jankowska html, Ewa J Jankowska ,I found Dr Jankowska to be very informative and at the same time understanding of my concerns For a standard physical she spent much more time with me than any other doctor ever has She thought to ask me questions that I would not have known to ask  and I'd brought an extensive list of questions/concerns with me   I was very comfortable in what can be an uncomfortable situation Very happy overall ,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,very effecient doctor,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,Very friendy office Dr Khan is so sincere,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,Appointment was made for a sick visit had strep throat was seen same morning i called all was good,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,My two children go to Dr Khan kids love her great office,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,Dr Kahn took the time to help me with a very personal problem called me at home in the evening to follow up You don't get that anymore ❤️,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,As always Dr Kahn is such a wonderful careing Doctor Highly recommend her,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,I had the pleasure of seeing Dr Khan as a new patient last week She is wonderful caring talks to you not down to you Staff was so nice thanked me for choosing them and welcomed me to the practice ,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,she is one of the best doctors I have ever seen the comments that are listed on here are not true at all Love The girls up front expescially Lizandra ,5,
https://www vitals com/doctors/Dr_Farah_D_Khan_1 html, Farah D Khan ,she is a terrible doctor she does not listen to her patients has a terrible God complex if you bring your kids there make sure you do everything she says even if you are getting a second opinion because she will maliciously report you to dcf ,1,
